study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB29231	SAMEA4984472	ERX2857133	ERR2850520	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850520/ERR2850520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850520/ERR2850520_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850520/LOW15030070102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850520/LOW15030070102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850520
PRJEB29231	SAMEA4984473	ERX2857134	ERR2850521	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850521/ERR2850521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850521/ERR2850521_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850521/LOW15030070103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850521/LOW15030070103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850521
PRJEB29231	SAMEA4984474	ERX2857135	ERR2850522	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850522/ERR2850522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850522/ERR2850522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850522/LOW15030070104_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850522/LOW15030070104_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850522
PRJEB29231	SAMEA4984475	ERX2857136	ERR2850523	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850523/ERR2850523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850523/ERR2850523_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850523/LOW15030080101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850523/LOW15030080101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850523
PRJEB29231	SAMEA4984476	ERX2857137	ERR2850524	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850524/ERR2850524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850524/ERR2850524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850524/LOW15030080102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850524/LOW15030080102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850524
PRJEB29231	SAMEA4984477	ERX2857138	ERR2850525	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850525/ERR2850525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850525/ERR2850525_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850525/LOW15030080103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850525/LOW15030080103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850525
PRJEB29231	SAMEA4984478	ERX2857139	ERR2850526	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850526/ERR2850526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850526/ERR2850526_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850526/LOW15030080104_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850526/LOW15030080104_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850526
PRJEB29231	SAMEA4984479	ERX2857140	ERR2850527	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850527/ERR2850527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850527/ERR2850527_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850527/LOW15030090101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850527/LOW15030090101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850527
PRJEB29231	SAMEA4984480	ERX2857141	ERR2850528	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850528/ERR2850528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850528/ERR2850528_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850528/LOW15030090102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850528/LOW15030090102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850528
PRJEB29231	SAMEA4984481	ERX2857142	ERR2850529	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850529/ERR2850529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850529/ERR2850529_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850529/LOW15030090103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850529/LOW15030090103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850529
PRJEB29231	SAMEA4984482	ERX2857143	ERR2850530	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850530/ERR2850530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850530/ERR2850530_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850530/LOW15030090104_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850530/LOW15030090104_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850530
PRJEB29231	SAMEA4984483	ERX2857144	ERR2850531	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850531/ERR2850531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850531/ERR2850531_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850531/LOW15030100101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850531/LOW15030100101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850531
PRJEB29231	SAMEA4984484	ERX2857145	ERR2850532	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850532/ERR2850532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850532/ERR2850532_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850532/LOW15030100102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850532/LOW15030100102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850532
PRJEB29231	SAMEA4984485	ERX2857146	ERR2850533	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850533/ERR2850533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850533/ERR2850533_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850533/LOW15030100103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850533/LOW15030100103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850533
PRJEB29231	SAMEA4984486	ERX2857147	ERR2850534	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850534/ERR2850534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850534/ERR2850534_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850534/LOW15030100104_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850534/LOW15030100104_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850534
PRJEB29231	SAMEA4984487	ERX2857148	ERR2850535	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850535/ERR2850535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850535/ERR2850535_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850535/LOW15030110101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850535/LOW15030110101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850535
PRJEB29231	SAMEA4984488	ERX2857149	ERR2850536	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850536/ERR2850536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850536/ERR2850536_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850536/LOW15030110102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850536/LOW15030110102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850536
PRJEB29231	SAMEA4984489	ERX2857150	ERR2850537	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850537/ERR2850537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850537/ERR2850537_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850537/LOW15030110103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850537/LOW15030110103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850537
PRJEB29231	SAMEA4984490	ERX2857151	ERR2850538	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850538/ERR2850538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850538/ERR2850538_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850538/LOW15030110104_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850538/LOW15030110104_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850538
PRJEB29231	SAMEA4984491	ERX2857152	ERR2850539	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850539/ERR2850539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850539/ERR2850539_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850539/LOW15030120101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850539/LOW15030120101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850539
PRJEB29231	SAMEA4984492	ERX2857153	ERR2850540	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850540/ERR2850540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850540/ERR2850540_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850540/LOW15030120102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850540/LOW15030120102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850540
PRJEB29231	SAMEA4984493	ERX2857154	ERR2850541	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850541/ERR2850541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850541/ERR2850541_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850541/LOW15030120103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850541/LOW15030120103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850541
PRJEB29231	SAMEA4984494	ERX2857155	ERR2850542	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850542/ERR2850542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850542/ERR2850542_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850542/LOW15030120104_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850542/LOW15030120104_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850542
PRJEB29231	SAMEA4984495	ERX2857156	ERR2850543	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850543/ERR2850543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850543/ERR2850543_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850543/LOW15030130101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850543/LOW15030130101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850543
PRJEB29231	SAMEA4984496	ERX2857157	ERR2850544	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850544/ERR2850544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850544/ERR2850544_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850544/LOW15030130102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850544/LOW15030130102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850544
PRJEB29231	SAMEA4984497	ERX2857158	ERR2850545	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850545/ERR2850545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850545/ERR2850545_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850545/LOW15030130103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850545/LOW15030130103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850545
PRJEB29231	SAMEA4984498	ERX2857159	ERR2850546	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850546/ERR2850546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850546/ERR2850546_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850546/LOW15030130104_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850546/LOW15030130104_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850546
PRJEB29231	SAMEA4984499	ERX2857160	ERR2850547	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850547/ERR2850547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850547/ERR2850547_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850547/LOW15030140101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850547/LOW15030140101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850547
PRJEB29231	SAMEA4984500	ERX2857161	ERR2850548	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850548/ERR2850548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850548/ERR2850548_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850548/LOW15030140102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850548/LOW15030140102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850548
PRJEB29231	SAMEA4984501	ERX2857162	ERR2850549	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850549/ERR2850549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850549/ERR2850549_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850549/LOW15030140103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850549/LOW15030140103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850549
PRJEB29231	SAMEA4984502	ERX2857163	ERR2850550	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850550/ERR2850550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850550/ERR2850550_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850550/LOW15030140104_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850550/LOW15030140104_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850550
PRJEB29231	SAMEA4984503	ERX2857164	ERR2850551	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850551/ERR2850551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850551/ERR2850551_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850551/LOW15030150101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850551/LOW15030150101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850551
PRJEB29231	SAMEA4984504	ERX2857165	ERR2850552	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850552/ERR2850552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850552/ERR2850552_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850552/LOW15030150102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850552/LOW15030150102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850552
PRJEB29231	SAMEA4984505	ERX2857166	ERR2850553	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850553/ERR2850553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850553/ERR2850553_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850553/LOW15030150103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850553/LOW15030150103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850553
PRJEB29231	SAMEA4984506	ERX2857167	ERR2850554	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850554/ERR2850554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850554/ERR2850554_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850554/LOW15030150104_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850554/LOW15030150104_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850554
PRJEB29231	SAMEA4984507	ERX2857168	ERR2850555	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850555/ERR2850555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850555/ERR2850555_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850555/LOW15040010101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850555/LOW15040010101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850555
PRJEB29231	SAMEA4984508	ERX2857169	ERR2850556	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850556/ERR2850556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850556/ERR2850556_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850556/LOW15040010102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850556/LOW15040010102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850556
PRJEB29231	SAMEA4984509	ERX2857170	ERR2850557	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850557/ERR2850557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850557/ERR2850557_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850557/LOW15040010103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850557/LOW15040010103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850557
PRJEB29231	SAMEA4984510	ERX2857171	ERR2850558	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850558/ERR2850558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850558/ERR2850558_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850558/LOW15040010104_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850558/LOW15040010104_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850558
PRJEB29231	SAMEA4984511	ERX2857172	ERR2850559	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850559/ERR2850559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850559/ERR2850559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850559/LOW15040020101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850559/LOW15040020101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850559
PRJEB29231	SAMEA4984512	ERX2857173	ERR2850560	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850560/ERR2850560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850560/ERR2850560_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850560/LOW15040020102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850560/LOW15040020102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850560
PRJEB29231	SAMEA4984513	ERX2857174	ERR2850561	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850561/ERR2850561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850561/ERR2850561_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850561/LOW15040020103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850561/LOW15040020103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850561
